カテゴリー,分類群,和名,学名
絶滅危惧II類（VU）,維管束植物,ヒロハケニオイグサ,Hedyotis verticillata
絶滅危惧II類（VU）,維管束植物,ヤエヤマアオキ,Morinda citrifolia
絶滅危惧II類（VU）,維管束植物,オガサワラボチョウジ,Psychotria homalosperma
絶滅危惧II類（VU）,維管束植物,シマギョクシンカ,Tarenna subsessilis
絶滅危惧II類（VU）,維管束植物,クシロハナシノブ,Polemonium caeruleum subsp. laxiflorum var. paludosum
絶滅危惧II類（VU）,維管束植物,ミヤマハナシノブ,Polemonium caeruleum subsp. yezoense var. nipponicum
絶滅危惧II類（VU）,維管束植物,エゾハナシノブ,Polemonium caeruleum subsp. yezoense var. yezoense
絶滅危惧II類（VU）,維管束植物,ハマネナシカズラ,Cuscuta chinensis
絶滅危惧II類（VU）,維管束植物,ケルリソウ,Trigonotis radicans var. radicans
絶滅危惧II類（VU）,維管束植物,ヒルギダマシ,Avicennia marina
絶滅危惧II類（VU）,維管束植物,ビロードムラサキ,Callicarpa kochiana
絶滅危惧II類（VU）,維管束植物,オキナワヤブムラサキ,Callicarpa oshimensis var. okinawensis
絶滅危惧II類（VU）,維管束植物,トサムラサキ,Callicarpa shikokiana
絶滅危惧II類（VU）,維管束植物,ダンギク,Caryopteris incana
絶滅危惧II類（VU）,維管束植物,チシマミズハコベ,Callitriche hermaphroditica
絶滅危惧II類（VU）,維管束植物,カイジンドウ,Ajuga ciliata var. villosior
絶滅危惧II類（VU）,維管束植物,ツルカコソウ,Ajuga shikotanensis
絶滅危惧II類（VU）,維管束植物,ムシャリンドウ,Dracocephalum argunense
絶滅危惧II類（VU）,維管束植物,ヒメキセワタ,Lamium tuberiferum
絶滅危惧II類（VU）,維管束植物,キセワタ,Leonurus macranthus
絶滅危惧II類（VU）,維管束植物,オチフジ,Meehania montis-koyae
絶滅危惧II類（VU）,維管束植物,ホソバヤマジソ,Mosla chinensis
絶滅危惧II類（VU）,維管束植物,ミズトラノオ,Pogostemon yatabeanus
絶滅危惧II類（VU）,維管束植物,シマジタムラソウ,Salvia isensis
絶滅危惧II類（VU）,維管束植物,シナノアキギリ,Salvia koyamae
絶滅危惧II類（VU）,維管束植物,タジマタムラソウ,Salvia omerocalyx
絶滅危惧II類（VU）,維管束植物,コナミキ,Scutellaria guilielmii
絶滅危惧II類（VU）,維管束植物,ヤクシマシソバタツナミ,Scutellaria kuromidakensis
絶滅危惧II類（VU）,維管束植物,エゾナミキ,Scutellaria yezoensis
絶滅危惧II類（VU）,維管束植物,ヤエヤマスズコウジュ,Suzukia luchuensis
絶滅危惧II類（VU）,維管束植物,アオホオズキ,Physaliastrum japonicum
絶滅危惧II類（VU）,維管束植物,ゴマクサ,Centranthera cochinchinensis subsp. lutea
絶滅危惧II類（VU）,維管束植物,マルバノサワトウガラシ,Deinostema adenocaulum
絶滅危惧II類（VU）,維管束植物,ハチジョウコゴメグサ,Euphrasia hachijoensis
絶滅危惧II類（VU）,維管束植物,イブキコゴメグサ,Euphrasia insignis subsp. iinumae var. iinumae
絶滅危惧II類（VU）,維管束植物,マルバコゴメグサ,Euphrasia insignis subsp. insignis var. nummularia
絶滅危惧II類（VU）,維管束植物,コケコゴメグサ,Euphrasia kisoalpina
絶滅危惧II類（VU）,維管束植物,ナヨナヨコゴメグサ,Euphrasia microphylla
絶滅危惧II類（VU）,維管束植物,オオアブノメ,Gratiola japonica
絶滅危惧II類（VU）,維管束植物,コキクモ,Limnophila indica
絶滅危惧II類（VU）,維管束植物,キタミソウ,Limosella aquatica
絶滅危惧II類（VU）,維管束植物,タカネママコナ,Melampyrum laxum var. arcuatum
絶滅危惧II類（VU）,維管束植物,スズメハコベ,Microcarpaea minima
絶滅危惧II類（VU）,維管束植物,ヤクシマシオガマ,Pedicularis ochiaiana
絶滅危惧II類（VU）,維管束植物,ミカワシオガマ,Pedicularis resupinata subsp. oppositifolia var. microphylla
絶滅危惧II類（VU）,維管束植物,ネムロシオガマ,Pedicularis schistostegia
絶滅危惧II類（VU）,維管束植物,ホザキシオガマ,Pedicularis spicata
絶滅危惧II類（VU）,維管束植物,ゴマノハグサ,Scrophularia buergeriana
絶滅危惧II類（VU）,維管束植物,オオヒキヨモギ,Siphonostegia laeta
絶滅危惧II類（VU）,維管束植物,ハマクワガタ,Veronica javanica
絶滅危惧II類（VU）,維管束植物,キタダケトラノオ,Veronica kiusiana var. kitadakemontana
絶滅危惧II類（VU）,維管束植物,ツクシトラノオ,Veronica kiusiana var. kiusiana
絶滅危惧II類（VU）,維管束植物,サンイントラノオ,Veronica ogurae
絶滅危惧II類（VU）,維管束植物,グンバイヅル,Veronica onoei
絶滅危惧II類（VU）,維管束植物,トウテイラン,Veronica ornata
絶滅危惧II類（VU）,維管束植物,イヌノフグリ,Veronica polita subsp. lilacina
絶滅危惧II類（VU）,維管束植物,エゾミヤマクワガタ,Veronica schmidtiana subsp. senanensis var. yezoalpina
絶滅危惧II類（VU）,維管束植物,ハマトラノオ,Veronica sieboldiana
絶滅危惧II類（VU）,維管束植物,エゾヒメクワガタ,Veronica stelleri var. longistyla
絶滅危惧II類（VU）,維管束植物,ルリトラノオ,Veronica subsessilis
絶滅危惧II類（VU）,維管束植物,ナンゴククガイソウ,Veronicastrum japonicum var. australe
絶滅危惧II類（VU）,維管束植物,ツクシクガイソウ,Veronicastrum sibiricum var. zuccarinii
絶滅危惧II類（VU）,維管束植物,キノクニスズカケ,Veronicastrum tagawae
絶滅危惧II類（VU）,維管束植物,シシンラン,Lysionotus pauciflorus
絶滅危惧II類（VU）,維管束植物,イワギリソウ,Opithandra primuloides
絶滅危惧II類（VU）,維管束植物,ハマウツボ,Orobanche coerulescens
絶滅危惧II類（VU）,維管束植物,コウシンソウ,Pinguicula ramosa
絶滅危惧II類（VU）,維管束植物,ノタヌキモ,Utricularia aurea
絶滅危惧II類（VU）,維管束植物,ミカワタヌキモ,Utricularia exoleta
絶滅危惧II類（VU）,維管束植物,ヤチコタヌキモ,Utricularia ochroleuca
絶滅危惧II類（VU）,維管束植物,ハマジンチョウ,Myoporum bontioides
絶滅危惧II類（VU）,維管束植物,エゾヒョウタンボク,Lonicera alpigena subsp. glehnii var. glehnii
絶滅危惧II類（VU）,維管束植物,ウスバヒョウタンボク,Lonicera cerasina
絶滅危惧II類（VU）,維管束植物,チシマヒョウタンボク,Lonicera chamissoi
絶滅危惧II類（VU）,維管束植物,ネムロブシダマ,Lonicera chrysantha var. crassipes
絶滅危惧II類（VU）,維管束植物,ハナヒョウタンボク,Lonicera maackii
絶滅危惧II類（VU）,維管束植物,ベニバナヒョウタンボク,Lonicera sachalinensis
絶滅危惧II類（VU）,維管束植物,オニヒョウタンボク,Lonicera vidalii
絶滅危惧II類（VU）,維管束植物,ツキヌキソウ,Triosteum sinuatum
絶滅危惧II類（VU）,維管束植物,シマガマズミ,Viburnum brachyandrum
絶滅危惧II類（VU）,維管束植物,オオシマガマズミ,Viburnum tashiroi
絶滅危惧II類（VU）,維管束植物,イワツクバネウツギ,Zabelia integrifolia
絶滅危惧II類（VU）,維管束植物,ソナレマツムシソウ,Scabiosa japonica var. lasiophylla
絶滅危惧II類（VU）,維管束植物,ヒナシャジン,Adenophora maximowicziana
絶滅危惧II類（VU）,維管束植物,シライワシャジン,Adenophora nikoensis var. teramotoi
絶滅危惧II類（VU）,維管束植物,シラトリシャジン,Adenophora uryuensis
絶滅危惧II類（VU）,維管束植物,ツルギキョウ,Campanumoea javanica var. japonica
絶滅危惧II類（VU）,維管束植物,バアソブ,Codonopsis ussuriensis
絶滅危惧II類（VU）,維管束植物,オオハマギキョウ,Lobelia boninensis
絶滅危惧II類（VU）,維管束植物,キキョウ,Platycodon grandiflorus
絶滅危惧II類（VU）,維管束植物,キタノコギリソウ,Achillea alpina subsp. japonica
絶滅危惧II類（VU）,維管束植物,マルバテイショウソウ,Ainsliaea fragrans
絶滅危惧II類（VU）,維管束植物,ナガバハグマ,Ainsliaea oblonga var. oblonga
絶滅危惧II類（VU）,維管束植物,トダイハハコ,Anaphalis sinica var. pernivea
絶滅危惧II類（VU）,維管束植物,クリヤマハハコ,Anaphalis sinica var. viscosissima
絶滅危惧II類（VU）,維管束植物,オニオトコヨモギ,Artemisia congesta
絶滅危惧II類（VU）,維管束植物,ハハコヨモギ,Artemisia glomerata
絶滅危惧II類（VU）,維管束植物,ヤブヨモギ,Artemisia rubripes
絶滅危惧II類（VU）,維管束植物,イワヨモギ,Artemisia sacrorum
絶滅危惧II類（VU）,維管束植物,シコタンヨモギ,Artemisia tanacetifolia
絶滅危惧II類（VU）,維管束植物,ヤナギノギク,Aster hispidus var. leptocladus
絶滅危惧II類（VU）,維管束植物,カワラノギク,Aster kantoensis
絶滅危惧II類（VU）,維管束植物,コシキギク,Aster koshikiensis
絶滅危惧II類（VU）,維管束植物,ヒゴシオン,Aster maackii
絶滅危惧II類（VU）,維管束植物,オキナワギク,Aster miyagii
絶滅危惧II類（VU）,維管束植物,ホソバノギク,Aster sohayakiensis
絶滅危惧II類（VU）,維管束植物,シオン,Aster tataricus
絶滅危惧II類（VU）,維管束植物,ヤナギタウコギ,Bidens cernua
絶滅危惧II類（VU）,維管束植物,コバナガンクビソウ,Carpesium faberi
絶滅危惧II類（VU）,維管束植物,チシマコハマギク,Chrysanthemum arcticum subsp. yezoense
絶滅危惧II類（VU）,維管束植物,オオシマノジギク,Chrysanthemum crassum
絶滅危惧II類（VU）,維管束植物,オオイワインチン,Chrysanthemum pallasianum
絶滅危惧II類（VU）,維管束植物,ピレオギク,Chrysanthemum weyrichii
絶滅危惧II類（VU）,維管束植物,イワギク,Chrysanthemum zawadskii var. zawadskii
絶滅危惧II類（VU）,維管束植物,コイブキアザミ,Cirsium confertissimum
絶滅危惧II類（VU）,維管束植物,オゼヌマアザミ,Cirsium homolepis
絶滅危惧II類（VU）,維管束植物,オガアザミ,Cirsium horiianum
絶滅危惧II類（VU）,維管束植物,イナベアザミ,Cirsium magofukui
絶滅危惧II類（VU）,維管束植物,サドアザミ,Cirsium nipponicum var. sadoense
絶滅危惧II類（VU）,維管束植物,サツママアザミ,Cirsium sieboldii subsp. austrokiushianum
絶滅危惧II類（VU）,維管束植物,ヒダアザミ,Cirsium tashiroi var. hidaense
絶滅危惧II類（VU）,維管束植物,ワタムキアザミ,Cirsium tashiroi var. tashiroi
絶滅危惧II類（VU）,維管束植物,イズハハコ,Conyza japonica
絶滅危惧II類（VU）,維管束植物,クサノオウバノギク,Crepidiastrum chelidoniifolium
絶滅危惧II類（VU）,維管束植物,ヘラナレン,Crepidiastrum linguifolium
絶滅危惧II類（VU）,維管束植物,エゾタカネニガナ,Crepis gymnopus
絶滅危惧II類（VU）,維管束植物,モクビャクコウ,Crossostephium chinense
絶滅危惧II類（VU）,維管束植物,ワダンノキ,Dendrocacalia crepidifolia
絶滅危惧II類（VU）,維管束植物,ヒゴタイ,Echinops setifer
絶滅危惧II類（VU）,維管束植物,ホソバムカシヨモギ,Erigeron acer var. linearifolius
絶滅危惧II類（VU）,維管束植物,ハマサワヒヨドリ,Eupatorium lindleyanum var. yasushii
絶滅危惧II類（VU）,維管束植物,ヤクシマヒヨドリ,Eupatorium yakushimense
絶滅危惧II類（VU）,維管束植物,ホソバオグルマ,Inula linariifolia
絶滅危惧II類（VU）,維管束植物,ドロニガナ,Ixeridium dentatum subsp. kitayamense
絶滅危惧II類（VU）,維管束植物,イソニガナ,Ixeridium dentatum subsp. nipponicum
絶滅危惧II類（VU）,維管束植物,ヤナギニガナ,Ixeridium laevigatum
絶滅危惧II類（VU）,維管束植物,コスギニガナ,Ixeridium yakuinsulare
絶滅危惧II類（VU）,維管束植物,タカサゴソウ,Ixeris chinensis subsp. strigosa
絶滅危惧II類（VU）,維管束植物,ツルワダン,Ixeris longirostra
絶滅危惧II類（VU）,維管束植物,ホソバヒナウスユキソウ,Leontopodium fauriei var. angustifolium
絶滅危惧II類（VU）,維管束植物,カワラウスユキソウ,Leontopodium japonicum var. perniveum
絶滅危惧II類（VU）,維管束植物,オオヒラウスユキソウ,Leontopodium miyabeanum
絶滅危惧II類（VU）,維管束植物,ミコシギク,Leucanthemella linearis
絶滅危惧II類（VU）,維管束植物,アソタカラコウ,Ligularia sibirica
絶滅危惧II類（VU）,維管束植物,イズカニコウモリ,Parasenecio amagiensis
絶滅危惧II類（VU）,維管束植物,オガコウモリ,Parasenecio ogamontanus
絶滅危惧II類（VU）,維管束植物,ヒメコウモリソウ,Parasenecio shikokianus
絶滅危惧II類（VU）,維管束植物,カラフトアザミ,Saussurea acuminata var. sachalinensis
絶滅危惧II類（VU）,維管束植物,ユキバヒゴタイ,Saussurea chionophylla
絶滅危惧II類（VU）,維管束植物,フォーリーアザミ,Saussurea fauriei
絶滅危惧II類（VU）,維管束植物,ミヤマキタアザミ,Saussurea franchetii
絶滅危惧II類（VU）,維管束植物,イナトウヒレン,Saussurea inaensis
絶滅危惧II類（VU）,維管束植物,ヒダカトウヒレン,Saussurea kudoana
絶滅危惧II類（VU）,維管束植物,ネコヤマヒゴタイ,Saussurea modesta
絶滅危惧II類（VU）,維管束植物,ヒメヒゴタイ,Saussurea pulchella
絶滅危惧II類（VU）,維管束植物,トサトウヒレン,Saussurea yoshinagae
絶滅危惧II類（VU）,維管束植物,コケタンポポ,Solenogyne mikadoi
絶滅危惧II類（VU）,維管束植物,エゾヨモギギク,Tanacetum vulgare
絶滅危惧II類（VU）,維管束植物,ツクシタンポポ,Taraxacum kiushianum
絶滅危惧II類（VU）,維管束植物,コウリンカ,Tephroseris flammea subsp. glabrifolia
絶滅危惧II類（VU）,維管束植物,オナモミ,Xanthium strumarium
絶滅危惧II類（VU）,維管束植物,トウゴクヘラオモダカ,Alisma rariflorum
絶滅危惧II類（VU）,維管束植物,マルバオモダカ,Caldesia parnassiifolia
絶滅危惧II類（VU）,維管束植物,マルミスブタ,Blyxa aubertii
絶滅危惧II類（VU）,維管束植物,スブタ,Blyxa echinosperma
絶滅危惧II類（VU）,維管束植物,ウミショウブ,Enhalus acoroides
絶滅危惧II類（VU）,維管束植物,トゲウミヒルモ,Halophila decipiens
絶滅危惧II類（VU）,維管束植物,ミズオオバコ,Ottelia alismoides
絶滅危惧II類（VU）,維管束植物,ヒラモ,Vallisneria natans var. higoensis
絶滅危惧II類（VU）,維管束植物,ホソバノシバナ,Triglochin palustris
絶滅危惧II類（VU）,維管束植物,ホソバヒルムシロ,Potamogeton alpinus
絶滅危惧II類（VU）,維管束植物,コバノヒルムシロ,Potamogeton cristatus
絶滅危惧II類（VU）,維管束植物,ササエビモ,Potamogeton nitens
絶滅危惧II類（VU）,維管束植物,ツツイトモ,Potamogeton pusillus
